Nombre de Proyecto/Programa,Agencia financiera,Contador de proyectos,1999,1999_2,2000,2000_2,2001,2001_2,2002,2002_2,2003,2003_2,2004,2004_2,2005,2005_2,2006,2006_2,2007,2007_2,2008,2008_2,2009,2009_2,2010,2010_2,2011,2011_2,2012,2012_2,2013,2013_2,2014,2014_2,Total,Total_2
,,,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales
  Expansión de los programas municipales y servicios amigables de salud sexual y reproductiva y prevención del VIH y Sida,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,1404376.45,1275695.17,,,,,,,1404376.45,1275695.17
  Programa Conjunto Creatividad e Identidad Cultural para el Desarrollo Local," - Fondo ODM-España
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,3122971.16,1740111.89,,,,,,,,1301222.07,1153.41,82790.61,,,,,3124124.57,3124124.569
  Programa Conjunto Desarrollo Humano Juvenil via Empleo para Superar los retos Migración [FAO],Fondo ODM-España,0,,,,,,,,,,,,,,,,,,,,,595402.0,338973.0,,,,219399.0,,37030.0,,,,,595402.0,595402.0
  Fondo de Aceleracion de Programa en la Respuesta Nacional al VIH y Sida [2011],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,22406.38,22406.38,,,,,,,22406.38,22406.38
  Difusion de Información Estrategica [2011],Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,,,,,,,,,,,,,,,,,,,,,,,23496.0,23496.0,,,,,,,23496.0,23496.0
"  Apoyo a la Educación, Capacitación e Investigación en los Derechos Humanos en Centroamérica,Honduras",Gobierno de Finlandia,0,,,,,,,,,,,,,,,,,,,,,,,1797727.52,1797727.52,,,,,,,,,1797727.52,1797727.52
  Programa de Desarrollo del Municipio de Amapala Fase I,Agencia Andaluza de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,1253295.6,1253295.6,,,,,33649.32,,,,,,,,,,,,,,1286944.92,1253295.6
  Apoyo al Instituto Nacional de la Mujer. Fase II,Agencia Andaluza de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,313576.55,313576.55,3498.86,,,,,,,,,,,,317075.41,313576.55
  Fortalecimiento de Iniciativas Regionales,Agencia de los Estados Unidos para el Desarrollo Internacional,0,,,,,,,,6574180.0,8145670.0,,,,,,,558590.0,,,,,,,,1012900.0,,,,,,,,,8145670.0,8145670.0
  Negociaciones del Acuerdo de Asociación con la Unión Europea CA-UE [2007],Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,1000000.0,950000.0,,,,,,50000.0,,,,,,,,,1000000.0,1000000.0
  Apoyo a la Articulación Institucional de las Políticas Sociales [Bono 10 Mil],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,400000.0,46220.0,,285830.0,,51694.0,,16256.0,,,400000.0,400000.0
  Mejoramiento de la Competitividad de la Industria Textil y de la Confección,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,870000.0,225000.0,,,,,,320000.0,,92737.0,,147150.0,,,,,870000.0,784887.0
  Apoyo a la Presidencia de la República,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,749538.0,,,506190.0,,243348.0,,,,,749538.0,749538.0
  Programa de Apoyo al Gobierno de Honduras para la Implementación del CAFTA-DR,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,415000.0,146674.0,,,,,,71406.0,,196920.0,,,,,,,415000.0,415000.0
  Programa Manejo Ambiental de las Islas de la Bahía Fase II,Banco Interamericano de Desarrollo,0,,,,,,,11764000.0,10568000.0,,,,,,,,,,,,,,,,1196000.0,,,,,,,,,11764000.0,11764000.0
  Apoyo Preparación Programa Gestión Integral de los Riesgos de Desastres,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,1000000.0,220000.0,,,,378890.0,,401110.0,,,,,,,1000000.0,1000000.0
  Soporte de un modelo educativo integral,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,100000.0,,,,,,,100000.0,100000.0
  Innovacion en Honduras,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,20000.0,2010.0,,17990.0,,,,,,,20000.0,20000.0
  Competitividad Empresarial Femenina Zonas Centro Norte -Rural/Urbana,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,140103.0,92000.0,,,,17000.0,,31103.0,,,,,,,140103.0,140103.0
  Fortalecimiento en Formación Capacidades Empresariales en el Depto. Ocotepeque,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,45000.0,,,,,9000.0,,30293.0,,5707.0,,,,,45000.0,45000.0
  Fortalecimiento a los Agro negocios mediante Programas de E-Learning,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,374800.0,224020.0,,,,,,148770.0,,2010.0,,,,,,,374800.0,374800.0
  Seguridad Ciudadana en el Valle de Sula,Banco Interamericano de Desarrollo,0,,,,,,,,,13922882.0,9074000.0,,,,,,,,,,,,,,1027000.0,,3808755.0,,13127.0,,,,,13922882.0,13922882.0
  Fortalecimiento Institucional de la CNBS Segunda Etapa,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,546708.0,311100.0,,,,,,,,,,,,226805.0,,8803.0,,,,,546708.0,546708.0
  Apoyo a la Consolidación de la Red Nacional de Conocimientos y Comunicaciones,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,244779.3,56000.0,,,,43120.0,,107639.0,,38020.3,,,,,244779.3,244779.3
  Apoyo al Instituto Nacional de Estadísticas,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,406237.0,,93752.0,,,,,500000.0,499989.0
  Proyecto de Asistencia Técnica de Apoyo a la Reducción de la Pobreza [PRSTAC],Banco Mundial,0,,,,,,,,,,,8250000.0,733571.72,,160956.65,,1289336.98,,1720827.01,,1436092.7,,1781133.029,,891868.039,,75256.87,,160957.0,,,,,8250000.0,8249999.999
  Asistencia Técnica Estrategia de la Reducción a la Pobreza[P083851],Banco Mundial,0,,,,,,,,,,,,,,,1566536.0,1246536.0,,,,,,,,320000.0,,,,,,,,,1566536.0,1566536.0
  Proyecto Fondo de Innovación de la Infancia y la Juventud [P103094],Fondo Social de Desarrollo Japones,0,,,,,,,,,,,,,,,1970000.0,1929081.28,,,,,,,,27242.72,,13676.0,,,,,,,1970000.0,1970000.0
  Fortalecimiento de los Servicios de Salud Reproductiva (Mujeres),Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,132360.31,124872.979,,,,,,,132360.31,124872.979
  Programa Empleo Juvenil y Migración,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,137798.94,106763.139,,,,,,,137798.94,106763.139
  Fortalecimiento de Servicios de Salud Reproductiva [Salud Materna de Alta calidad],Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,,,187292.08,187292.08,,,,,187292.08,187292.08
  Programa Interagencial de Infancia y Juventud de Naciones Unidas,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,156857.78,142271.52,,,,,,,156857.78,142271.52
  Apoyo a la Estrategia Nacional de Desarrollo Estadístico [2011],Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,105798.4,85942.5,,,,,,,105798.4,85942.5
  Fortalecimiento de los Servicios de Salud Reproductiva (Hombres),Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,94495.77,94331.09,,,,,,,94495.77,94331.09
  Fortalecimiento del Foro Nacional de Sida,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,101105.78,83914.9,,,,,,,101105.78,83914.9
  Fortalecimiento de la atención de la VBG con un enfoque de derechos humanos en los servicios de salud de la RMT.,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,82209.2,77601.93,,,,,,,82209.2,77601.93
  Fortalecimiento al personal de la policía para la atención y prevención de la violencia doméstica e intrafamiliar y violencia sexual contra las mujeres.,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,40104.04,40104.04,,,,,,,40104.04,40104.04
  Apoyo a la Fiscalía de la Mujer,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,174114.83,194699.45,,,,,,,174114.83,194699.449
  Diplomado en Objetivos de Desarrollo del Milenio [ODM],Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,103900.63,85426.88,,,,,,,103900.63,85426.88
  Fortalecimiento de Capacidades Nacionales para la Formulación e Implementación de Políticas Públicas con Equidad de Género.,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,94972.11,94972.11,,,,,,,94972.11,94972.11
  Fortaleciendo la capacidad de las Fuerzas Armadas de Honduras para la prevención del VIH y Sida la promoción de la salud sexual y reproductiva y la equidad de género en la población militar.,Fondo de Población de las Naciones Unidas,0,,,,,,,,,,,,,,,,,,,,,,,,,104213.83,79154.4,,,,,,,104213.83,79154.4
  Fortalecimiento del IHNFA,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,40000.0,40000.0,,,,,,,40000.0,40000.0
  Apoyo Tecnológico y logístico a la Procuraduría General de la República,Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,100000.0,,,,,,,100000.0,100000.0
  Fortalecimiento Tecnológico de la UPNFM,Instituto de Crédito Oficial de España,0,,,,,,,,,,,,,,,,,,,,,,,9675388.44,9675388.44,,,,,,,,,9675388.44,9675388.44
  Políticas y Programas sobre el VIH/SIDA para el Mundo del Trabajo en Honduras,Fondo para el Desarrollo Internacional de la Organización de los Países Exportadores de Petroleo (OPEP),0,,,,,,,,,,,,,,,,,,,,,,,166503.0,166503.0,,,,,,,,,166503.0,166503.0
  Promoviendo el Diálogo Social y Fortaleciendo las Instituciones Tripartitas en América Central y República Dominicana,Departamento de Estado de Estados Unidos,0,,,,,,,,,,,,,,,,,,,173735.0,117548.0,,,,,,,,56187.0,,,,,173735.0,173735.0
  Programa Conjunto Desarrollo Humano Juvenil via Empleo para Superar los retos Migración [OIT],Fondo ODM-España,0,,,,,,,,,,,,,,,,,,,,,568480.09,438763.0,,,,,,111741.09,,17976.0,,,568480.09,568480.09
  Fortalecimiento de la inspección del Trabajo en Honduras,"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,,,,,228322.0,24400.0,,95487.0,,108435.0,,,228322.0,228322.0
"  Fortalecimiento de la Competitividad Responsable en el Sector del Azúcar en Honduras, República Dominicana y El Salvador","Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,,,,,150033.05,24026.25,,71435.0,,54571.8,,,150033.05,150033.05
  Proyecto Verificación de la Implementación de las Recomendaciones del Libro Blanco para Centroamérica y República Dominicana,Departamento de Estado de Estados Unidos,0,,,,,,,,,,,,,,,808475.54,,,,,,,,,,,301423.0,,352026.12,,155026.42,,,808475.54,808475.54
  Acuerdo Tecnico de Cooperacion para el manejo de Programas de Migracion Laboral Temporal en el extranjero,Organización Internacional para las Migraciones,0,,,,,,,,,,,,,,,,,,,,,,,,,,,342101.88,342101.88,,,,,342101.88,342101.88
  Fortalecimiento del Sistema de Salud [2010-2011],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,2335664.0,1167832.0,,1167832.0,,,,,,,2335664.0,2335664.0
  Programa de Calidad Educativa [2012],Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,50920.0,50920.0,,,,,50920.0,50920.0
  Instituto para el Desarrollo y la Innovación Educativa IDIE-Honduras [2011],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,,,197368.42,197368.42,,,,,,,197368.42,197368.42
  Instituto para el Desarrollo y la Innovación Educativa IDIE-HONDURAS [2010],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,341565.95,341565.95,,,,,,,,,341565.95,341565.95
  Fortalecimiento a los Centros Comunitarios de Educación Prebásica de Honduras [2010],Organización de Estados Iberoamericanos,0,,,,,,,,,,,,,,,,,,,,,,,26274.3,26274.3,,,,,,,,,26274.3,26274.3
  Refuerzo del Sistema Educativo de Honduras [2012],Gobierno de España,0,,,,,,,,,,,,,,,,,,,,,,,,,,,39519.0,39519.0,,,,,39519.0,39519.0
  Proyecto piloto para el Fortalecimiento de la Agricultura Urbana y Peri-Urbana (APU) y de la Seguridad Alimentaria en el Distrito Central (Tegucigalpa y Comayagüela) y Alrededores.,Organización de las Naciones Unidas para la Agricultura y la Alimentación,0,,,,,,,,,,,,,,,,,,,,,480000.0,167843.0,,,,312157.0,,,,,,,480000.0,480000.0
"  Apoyo a la rehabilitación de capacidades productivas y medios de vida de pequeños productores afectados por crisis complejas (sequía, inundaciones, sismos)",Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,188512.0,,,188512.0,,,,,,,188512.0,188512.0
  Reforma para el fortalecimiento de la democracia [Proyecto de Apoyo a la Reforma Política].," - Agencia Sueca de Desarrollo Internacional
 - Gobierno de España
 - Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,5215891.07,5164597.98,,,,,,,,,,,,,,51293.09,,,,,,,5215891.07,5215891.07
"  Proyecto de Armas Pequeñas, Seguridad y Justicia"," - Agencia Sueca de Desarrollo Internacional
 - Gobierno de España
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,3451532.75,3447177.37,,,,,,,,,,,,,,4355.38,,,,,,,3451532.75,3451532.75
  Apoyo Reconciliación Fortalecimiento Sistema Democrático," - Programa de las Naciones Unidas para el Desarrollo
 - Unión Europea",0,,,,,,,,,,,,,,,,,,,,,,,990251.94,160859.7,,829392.24,,,,,,,990251.94,990251.94
  Proyecto Fortalecimiento Institucional de la Secretaría Desarrollo Social de Honduras,Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,27857.02,27857.02,,,,,27857.02,27857.02
  Implementación del Plan Integrado de ONUSIDA en Honduras,Programa Conjunto de Las Naciones unidas Sobre el VIH/SIDA,0,,,180532.93,150696.04,,,,,,,,,,,,,,,,,,,,,,29836.89,,,,,,,180532.93,180532.93
  Fortalecimiento de las Respuesta Nacional para Protección y Promociòn de la Salud en Malaria Tuberculosis y VIH/SIDA,Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,11904861.0,11904861.0,,,,,,,,,,,,,,,,,,,,,,,11904861.0,11904861.0
  Competitividad mediante la implementación de un programa de Gestión Ambiental - Productivo Sostenible en una Empresa cooperativa conformada por pequeños productores,Servicio Holandés de Cooperación al Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,270000.0,270000.0,,,,,,,,,270000.0,270000.0
  Proyecto de Reducción a la Vulnerabilidad a los Desastres Naturales a través de la Adaptación al Cambio Climático [P102990],Banco Mundial,0,,,,,,,,,,,,,,,300000.0,100000.0,,,,,,,,200000.0,,,,,,,,,300000.0,300000.0
  Sistemas Legales e Institucionales de Protección,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,632003.71,632003.71,,,,,,,,,632003.71,632003.71
  Proyecto Agua y Saneamiento (PUCHICAS),"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,3610303.807,1805151.903,,902575.951,,902575.951,,,,,,,,,3610303.807,3610303.807
  Programa Mundial de Alimentos Programa de País Honduras,"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,,,,,5505713.305,5505713.305,,,,,,,5505713.305,5505713.305
  Proyecto de Modernización del Poder Judicial,Banco Mundial,0,,,,,,,,,,,,,14175692.24,,,700045.29,,1323806.56,,5641484.989,,2288677.5,,1300338.94,,2921338.96,,,,,,,14175692.24,14175692.24
  Prevención y Control de la Influenza Aviar Altamente Patogenica (H1N1)[P111255],Banco Mundial,0,,,,,,,,,,,,,,,,,,,300000.0,51821.56,,,,,,248178.44,,,,,,,300000.0,300000.0
  Proyecto Hidro La Esperanza [P088256],Banco Mundial,0,,,,,,,,,,,1395000.0,1093401.0,,,,,,,,,,,,127849.9,,173749.1,,,,,,,1395000.0,1395000.0
  Fortalecimiento de la Capacidad de Planificación Municipal Territorial [P106680],Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,380000.0,102376.47,,277623.53,,,,,380000.0,380000.0
  Reserva de la Biosfera Transfronteriza Corazón del Corredor Biológico Mesoamericano,Banco Mundial,0,,,,,,,,,,,,,,,,,,846183.56,5454000.0,247066.91,,245861.08,,1189084.45,,1402193.74,,1496700.0,,,,,5454000.0,5427089.739
  Agua y Saneamiento Sostenible [PASOS III],"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,4512879.758,2370649.132,,1321950.647,,526617.867,,,,224999.548,,,4512879.758,4444217.195
  Facilitación del Comercio e Incremento de la Productividad FIDE,Banco Mundial,0,,,,,,,,,,,30200000.0,6824595.11,,995879.65,,1865946.92,,5520612.5,,5972977.539,,3871173.54,,5148814.74,,,,,,,,,30200000.0,30200000.0
  Nuestras Raices,Banco Mundial,0,,,,,,,,,14960048.11,,,,,,,,,10320857.2,,403492.0,,1362594.83,,2873104.08,,,,,,,,,14960048.11,14960048.11
"  Proyecto de Equipamiento de las Estaciones de Bomberos [SPS, Roatán, Yoro, Olanchito, Fco. Morazán y El Progreso]",Unicredit Bank de Austria AG,0,,,,,,,,,,,,,,,,,,,,,,,6480500.0,6389000.0,,,,,,,,,6480500.0,6389000.0
  GAUREE 2 - Generación Autónoma y uso racional de Energía Eléctrica,Unión Europea,0,,,,,,,6884491.993,6132685.006,,,,,,,,,,,,,,,,559177.661,,37176.256,,96811.722,,,,,6884491.993,6825850.647
  EURO-SOLAR,Unión Europea,0,,,,,,,,,,,,,,,,,3902437.11,1157839.343,,,,,,,,1969652.512,,205828.521,,,,,3902437.11,3333320.376
  GPOBA W3 - Proyecto de Facilidad del OBA para los Servicios de Agua y Saneamiento [P102474],Banco Mundial,0,,,,,,,,,,,,,,,,,4590000.0,,,264734.58,,224795.57,,199466.37,,1143139.04,,1944327.04,,812630.0,,,4590000.0,4589092.6
  Programa de Administración de Tierras [PATH],Fondo Nórdico De Desarrollo,0,,,,,,,,,,,,,7576400.27,,,,,,,,,,,289585.709,,4932276.03,,2354538.53,,,,,7576400.27,7576400.27
  Unidad de Apoyo Técnico Asesor,"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,1595754.282,30869.902,,97467.371,,125819.087,,,,,,,1595754.282,254156.362
  Redes Comunitarias de Salud,"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,4512879.758,1627543.007,,1087415.383,,923355.055,,739645.648,,116838.456,,,4512879.758,4494797.552
  Fondo Cultural [Apoyo a Jovenes Artistas Hondureños],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,218182.0,,,40000.0,,30000.0,,32500.0,,,218182.0,102500.0
  Empoderamiento Económico de Mujeres Viviendo con VIH/SIDA en la Bahía de Tela,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,100000.0,,,,,,,,,89910.0,,10090.0,,,,,100000.0,100000.0
  Fortalecimiento de la Secretaría del Despacho Presidencial y Contratación de Consultores para Perfiles Sociales [2010],Gobierno de Taiwan,0,,,,,,,,,,,,,,,,,,,,,,,150000.0,150000.0,,,,,,,,,150000.0,150000.0
  Mejoramiento del Corredor Atlántico del PPP (Tramo de la CA-5 Norte),Banco Interamericano de Desarrollo,0,,,,,,,,,,,49998414.0,32120000.0,,,,,,,,,,,,3284000.0,,6618696.0,,7877304.0,,98414.0,,,49998414.0,49998414.0
  Programa de Apoyo Integral a la Red de Protección Social,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,20000000.0,,,6528000.0,,10865910.0,,2606090.0,,,,,20000000.0,20000000.0
  Desarrollo Integral Pueblos Autóctonos [DIPA],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,6420008.0,723706.79,,,4617000.0,523547.51,,,,,,1210595.0,,3506000.0,,4971150.7,,102008.0,,,11037008.0,11037008.0
  PPP Proyecto de Apoyo a la Electrificación Rural y al Sector Energía,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,25023832.0,1988000.0,,,,,,,,,,4681000.0,,8090631.0,,10017265.0,,246936.0,,,25023832.0,25023832.0
  Apoyo a los Sistemas Nacionales de Orquestas Juvelines,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9432.0,9432.0,,,9432.0,9432.0
  Plan de Acción para Países C y D [HO-T1174],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,395025.0,281064.0,,113961.0,,,395025.0,395025.0
  Mercados Perifericos Perisur,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,7600000.0,,,84042.24,,,,151765.8,,,,,,,,,,,,,7600000.0,235808.04
"  Proyecto Ampliación y Mejoramiento Carretera CA-5 Segmento I Sección 1 y 2: Tegucigalpa inicio del Valle de Comayagua y la Administración del Programa ""Cuenta del Milenio""",Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,130000000.0,,,6284900.0,,17543803.11,,65119223.15,,40497318.51,,554755.23,,,130000000.0,130000000.0
  Gerencia y Coordinación [2012-2013],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2090706.0,985317.0,,1097895.0,,,2090706.0,2083212.0
  Desarrollo Sostenible y Estilo de Vida Saludables [2012-2013],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1063399.0,380138.0,,596582.0,,,1063399.0,976720.0
  Vigilancia Sanitaria Prevención y Control de Enfermedades [2012-2013],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2067150.0,611558.0,,992031.0,,,2067150.0,1603589.0
  Salud Familiar y Comunitaria [2012-2013],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1392601.0,676576.0,,705954.0,,,1392601.0,1382530.0
  Fortalecimiento del Sistema de Salud [2012-2013],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2336322.0,1312148.0,,894105.0,,,2336322.0,2206253.0
  Obligación No Locales - Varios Proyectos [2012-2013],Organización Panamericana de la Salud,0,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,245703.0,,249161.0,,,500000.0,494864.0
