Nombre de Proyecto/Programa,Agencia financiera,Contador de proyectos,1999,1999_2,2000,2000_2,2001,2001_2,2002,2002_2,2003,2003_2,2004,2004_2,2005,2005_2,2006,2006_2,2007,2007_2,2008,2008_2,2009,2009_2,2010,2010_2,2011,2011_2,2012,2012_2,2013,2013_2,2014,2014_2,Total,Total_2
,,,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales,Compromisos Reales,Desembolsos reales
  CONVIVIR [Convivencia y Espacios Seguros para Jovenes en Honduras],Gobierno de La República Federal de Alemania,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13768983.986,,,,,,13768983.986,
  Plan Nacional de Seguridad Vial,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,5000000.0,,,,,972354.69,,2264988.59,,1615161.65,,134514.5,,,5000000.0,4987019.43
  Programa de Administración de Tierra [PATH],Banco Mundial,0,,,,,,,,,,,25000000.0,,,18185120.12,,418291.53,,2966708.21,,2259342.6,,1170537.539,,,,,,,,,,,25000000.0,25000000.0
  Proyecto de Desarrollo Social de CONAPID,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,832320.0,1000000.0,,,,,,,,,155740.0,,,,,,,1000000.0,988060.0
  Construcción y Dotación de Cuatro Guarderías en el Distrito Central,Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1900000.0,,,,,,1900000.0,
  Fortalecimiento de la Infraestructura Turística del Parque Nacional La Tigra,Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,500000.0,
  Fortalecimiento Técnologico de la Universidad Nacional de Agricultura para Desarrollar educación Superior Incluyente y Moderna [UNA/ FOTESIM],Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0,,,,,,4000000.0,
"  Creación de MHOTIVO en la Ciudad de Choloma, Cortés Creando Educación al Alcance de los Pobres.",Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,1888174.3,,,,,566452.28,,,1888174.3,566452.28
  Fortalecimiento de las Capacidades para la Gestión Turística del Parque Nacional de Celaque (PNMC),Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,600000.0,
  Financiamiento Suplementario Mejoramiento Corredor Atlántico del PPP (Tramos Inicio Valle de Comayagua - Desvio Villa San Antonio y La Barca - Villanueva) [Complementa 1565/SF-HO],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,30000000.0,,,,,1000000.0,,6576041.0,,16879793.0,,5544166.0,,,30000000.0,30000000.0
  Programa de Vivienda de Interés Social,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,30000000.0,4532000.0,,,,,,7402000.0,,7155000.0,,9044918.0,,1866082.0,,,30000000.0,30000000.0
  Programa de Apoyo al Sector Energia II - Primer Préstamo,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,28550000.0,,,4650000.0,,10551467.0,,8000000.0,,5348533.0,,,28550000.0,28550000.0
  Cadenas de Valor y Negocios Rurales en la Región del Golfo de Fonseca,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,250000.0,,1250000.0,
  Fondo Global de Electrificación Rural [Fondo GEF] [P090113],Fondo Mundial del Ambiente,0,,,,,,,,,,,,,,,2350028.37,838477.55,,,,,,,,,,494305.149,,524084.59,,493161.079,,,2350028.37,2350028.37
  PROJOVEN-HN [Formación Profesional para Jóvenes en Riesgo de Exclusión] [Fase Preparatoria],Cooperación Suiza para el Desarrollo y la Cooperación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,770000.0,555778.0,,189500.0,,,770000.0,745278.0
  Proyecto Modernización de Equipamiento para Observación Medio Ambiental y de Protección Civil Fase II,ING Bank N.V.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35300000.0,35300000.0,,,35300000.0,35300000.0
"  Manejo integrado de las zonas costeras y gestión sostenible de los manglares de Guatemala, Honduras y Nicaragua",Programa de las Naciones Unidas para el Medio Ambiente,0,,,,,,,,,,,,,,,,,,,,,,,,,193895.0,63985.0,,116337.0,,,,,193895.0,180322.0
"  Desarrollo de capacidades para la planificación, establecimiento y manejo de sistemas silvopastoriles sostenibles en Honduras",Organización de las Naciones Unidas para la Agricultura y la Alimentación,0,,,,,,,,,,,,,,,,,,,,,,,,,,,50037.0,,4318.0,54355.0,,,54355.0,54355.0
"  Construcción e implementación de Centros de Artesanía Producción y Tratamiento de Café en San Nicolás, Santa Barbará",Ministerio de Industria y Comercio de España,0,,,,,,,,,,,,,,,,,,,,,,,,,1900000.0,,,,,,,,1900000.0,
  Prevención y control de la enfermedad de Chagas y Leishmaniasis (COCHALE) 2008-2015,"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,,,16968427.893,32853.764,,1353863.927,,752405.364,,1410777.659,,1993138.868,16968427.893,5543039.585
  Fondo de Apoyo Sectorial Honduras (FAS),"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,,,1579507.915,,,802633.716,,160270.411,,111016.842,,13775.307,1579507.915,1087696.277
"  Asistencia Para la Puesta en Marcha del ""Programa Especial para la Seguridad Alimentaria"" [PESA]"," - Agencia Española de Cooperación Internacional para el Desarrollo
 - Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,6608961.0,5403592.33,,,,,,,,,,,,,,,,,,,,,,,,5273722.828,,3152253.455,650000.0,3973531.807,17329255.0,3170902.745,24588216.0,20974003.166
  Fondo de Seguro Riesgo para Catástrofes para Centroamérica (CRIFCA) - Honduras,"Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12997093.705,7130350.018,12997093.705,7130350.018
  PRONEGOCIOS (Programa de Fomento de Negocios Rurales),Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,27100000.0,,,,,500000.0,,2360424.0,,5180662.0,,8899839.0,,4202818.0,27100000.0,21143743.0
"  Programa de Infraestructura Corredor Logístico – San Pedro Sula [Ampliación, Rehabilitación y Mejora del Segundo Anillo Vial]",Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,20000000.0,,,268520.0,,438318.0,,130725.0,,520153.0,,3089784.0,20000000.0,4447500.0
  Programa Ampliación y Modernización de Puerto Cortés,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,135000000.0,,,,,,,,,911106.0,135000000.0,911106.0
  [Bono 10 Mil] Programa de Apoyo a la Red De Protección Social,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,75000000.0,21388008.0,,45963982.0,,4800000.0,75000000.0,72151990.0
  Programa para la Integración y la Convivencia Urbana,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,17200000.0,,,300000.0,,700000.0,17200000.0,1000000.0
"  Programa de Apoyo a la Red de Protección Social II [Bono 10,000]",Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000.0,25000000.0,,17000000.0,100000000.0,42000000.0
  Programa de Apoyo a la Implementación de la Política Integral de Convivencia y Seguridad Ciudadana.,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,59800000.0,,,3500000.0,,6750416.0,59800000.0,10250416.0
  Promoviendo la Cultura de Evaluacion y el Mejoramiento de la Calidad Educativa, ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,600000.0,
  Afianzamiento Competitivo y Seguridad Financiera de Cooperativas,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,2138653.0,,,300000.0,,78200.0,,697010.0,,748616.0,,,2138653.0,1823826.0
  Proyecto Carretera Villa San Antonio-Goascorán Sección IA y IB,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,49136000.0,,,,,12294793.64,49136000.0,12294793.64
  Proyecto de Mejora de la Eficiencia del Sector Energía [PROMEF],Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,27600000.0,,,1000000.0,,39415.64,,4879074.39,,12381583.979,,,27600000.0,18300074.01
  Proyecto de Reconstrucción y Mejoramiento de Carreteras II [PRMC-II] Microempresas Asociativas de Conservación Vial,Banco Mundial,0,,,,,,,,,,,,,,,,,,,48600000.0,,,4000000.0,,400000.0,,,,20878754.1,,18053815.7,,182480.0,48600000.0,43515049.8
  Proyecto de Modernización del Sector Agua y Saneamiento [PROMOSAS],Banco Mundial,0,,,,,,,,,,,,,,,,,30000000.0,,,3577253.6,,269302.26,,3234021.36,,4994840.649,,7582816.92,,10204000.26,,,30000000.0,29862235.05
"  Protección Social [Bono 10,000]",Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,40000000.0,,,9557464.61,,12783929.94,,10107186.59,,4610390.0,40000000.0,37058971.14
  Competitividad Rural de Honduras [COMRURAL],Banco Mundial,0,,,,,,,,,,,,,,,,,,,23000000.0,,,,,1000000.0,,1656153.549,,2401303.14,,10292004.51,,310230.0,23000000.0,15659691.2
  Financiamiento Adicional Reconstrucción y Mejoramiento de Carreteras PRMC-II Adicional],Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,128726.18,,9813747.319,,4025370.0,20000000.0,13967843.5
  Administración de Tierras [PATH- II ],Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,32800000.0,4021808.07,,7294273.79,,8163928.79,,2313650.0,32800000.0,21793660.65
  Mejoramiento del Desempeño del Sector Público,Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,18200000.0,,,1568410.32,,622704.46,,104360.0,18200000.0,2295474.78
  Proyecto de Gestión de Riesgos de Desastres Naturales,Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29265015.0,1399491.77,,841630.0,29265015.0,2241121.77
  Municipios más Seguros,Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14707540.0,726396.24,,365930.0,14707540.0,1092326.24
  Fortalecimiento de las Capacidades de Gestión de la Presidencia de la República de Honduras,Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,275901.46,266303.96,,9597.5,,,,,275901.46,275901.46
  Proyecto de Prevención y Mitigación de Riesgo de Desastres Naturales,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,19000000.0,,,1511145.0,,4023218.0,,4600000.0,,2300000.0,19000000.0,12434363.0
  Proyecto de Transporte Público para el Distrito Central (Tegucigalpa-Comayagüela),Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,30000000.0,,,170400.0,,364000.0,,24769000.0,,2100000.0,30000000.0,27403400.0
  Apoyo al fortalecimiento de la capacidad de la Secretaría de la Presidencia para la gestión de los Gabinetes de Gobierno,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,551000.0,336000.0,,187000.0,,28000.0,551000.0,551000.0
  Programa de Fortalecimiento de la gestión y oferta descentralizada de salud,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,660000.0,,,,,58893.0,,266924.0,,203226.0,660000.0,529043.0
  Esquema de Pagos por Servicios Ambientales en el Valle de Agalta,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,,,45000.0,150000.0,45000.0
  Fortalecimiento Institucional Secretaría de Estado Despachos Pueblos Indigenas y Afrohondureños,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,,,200000.0,
  Plan de Acción para Países A y D [HO-T1189],Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373209.0,314831.0,,58367.0,373209.0,373198.0
  Proyecto Mejoramiento del Desempeño de la Gobernabilidad en Honduras a través de la supervisión del Congreso Nacional,Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,,,400000.0,,,50000.0,,30700.0,400000.0,80700.0
  Proyecto de Mejoramiento en el Monitoreo Nutricional y Respuesta a la Crisis Global [P082242],Banco Mundial,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,339229.76,,758670.24,,1600.0,1200000.0,1099500.0
  Experimentación Nuevas Formas de Educación Administración para Comunidades Socialmente Vulnerables [P101218],Fondo Social de Desarrollo Japones,0,,,,,,,,,,,,,,,,,,,,,,,,,1714300.0,363393.45,,173023.42,,255904.39,,80300.0,1714300.0,872621.259
  Inserción de la Gestión Ambientalmente Racional de los Productos Químicos en el Plan de Nación,Programa de las Naciones Unidas para el Medio Ambiente,0,,,,,,,,,,,,,,,,,,,,,,,229815.54,,,16568.029,,166136.919,8346.18,55456.77,,,238161.72,238161.719
  Apoyo a la Implementación del Programa de Desarrollo Intergral de los Pueblos Autóctonos [DIPA],Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,12274.46,1033.069,,11241.39,8005.6,8005.6,,,20280.059,20280.059
  Fortalecimiento del Subsistema de Áreas Marinas y Costeras,Fondo Mundial del Ambiente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,97463.85,34323.85,,63140.0,,,97463.85,97463.849
  Potenciando la gestión ambiental a través de SERNA en Honduras,Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,,,,,,,,,435207.65,335410.71,,,,,,,,26031.48,,52960.03,,20805.43,,,435207.65,435207.65
  Implementación de Política de Recuperación Temprana," - Cooperación Suiza para el Desarrollo y la Cooperación
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,3779134.84,2015981.84,,,,1038353.55,,450737.42,17110.84,291172.87,,,3796245.679,3796245.68
  Prevención y Recuperación de Crisis Conflictividad y Seguridad Ciudadana con Perspectiva de Equidad de Género," - Agencia Sueca de Desarrollo Internacional
 - Agencia de los Estados Unidos para el Desarrollo Internacional
 - Cooperación Suiza para el Desarrollo y la Cooperación
 - Instituto de las Naciones Unidas para Formación Profesional e Investigaciones
 - Programa de las Naciones Unidas para el Desarrollo
 - Voluntarios de Las Naciones Unidas",0,,,,,,,,,,,,,,,,,,,,,3526163.89,1655591.54,,,,776829.32,,1031204.62,152202.12,204584.46,,10156.07,3678366.01,3678366.009
  Apoyo al Proceso de Integración de las dos Plantas de Tratamiento de Aguas Negras de Tegucigalpa," - Gobierno de Italia
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,2936720.71,1516543.32,,,,,,,,1213658.1,8637.09,213398.38,17145.7,18903.7,,,2962503.5,2962503.5
  Programa Conjunto en Agua y Saneamiento de Honduras,Fondo ODM-España,0,,,,,,,,,,,,,,,,,3186802.71,792006.05,,,,,,,,1585375.16,6015.43,802913.99,,12522.939,,,3192818.14,3192818.14
  Seguridad Humana Local,Agencia Española de Cooperación Internacional para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,298172.0,289935.0,,,,,,,298172.0,289935.0
  Acelerando las Inversiones Energéticas en Centroamerica mediante el BCIE,Fondo Mundial del Ambiente,0,,,,,,,,,,,,,,,,,2080038.41,1209990.4,,,,,,,,601253.45,,248529.96,,,,,2080038.41,2059773.81
"  Programa Conjunto Desarrollo Humano Juvenil vía Empleo, para Superar los Retos de la Migración en Honduras. [PNUD]"," - Fondo ODM-España
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,3006239.22,792611.14,,,,1035994.92,,1177633.16,34711.27,31981.11,,1958.49,3040950.49,3040178.82
  Apoyo para el Fortalecimiento del Instituto de Previsión Militar,Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,15686.82,,,,,7771.0,,7915.82,,,,,15686.82,15686.82
  Conservación de la Biodiversidad en las Tierras Productivas Indígenas de La Mosquitia," - Fondo Mundial del Ambiente
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,2050755.47,294804.149,,,,361657.38,,569012.929,,417426.589,175079.63,143198.96,2225835.1,1786100.01
  Apoyo al Fortalecimiento de la Capacidad de Gestión del Registro Nacional de las Personas (RNP)," - Agencia Sueca de Desarrollo Internacional
 - Fondo de las Naciones Unidas para la Infancia
 - Gobierno de España
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,434221.44,678354.36,497491.53,,,246466.35,28125.23,35017.49,83728.98,83728.98,,,1043567.179,1043567.18
  Programa de Desarrollo Rural para la Región Sur [EMPRENDESUR]," - Banco Centroamericano de Integración Económica
 - Fondo Internacional de Desarrollo Agrícola
 - Fondo para el Desarrollo Internacional de la Organización de los Países Exportadores de Petroleo (OPEP)
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,,,20069915.53,29856.45,,977398.9,10000000.0,1255663.91,12057.33,6401388.71,21950.0,21425.54,30103922.86,8685733.51
  Programa Nacional de Fomento a la Agricultura Irrigada [PRONAGRI],Programa de las Naciones Unidas para el Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,112404.88,87901.54,,24503.34,26256.93,26256.93,146261.41,100401.41,,794.38,284923.22,239857.6
  Conservación de Pino Encino,Fondo Mundial del Ambiente,0,,,,,,,,,,,,,,,,,,,,,,,,,803576.99,10449.22,,121050.81,,422251.11,,100114.16,803576.99,653865.299
  Contaminantes Orgánicos Persistentes," - Fondo Mundial del Ambiente
 - Instituto de las Naciones Unidas para Formación Profesional e Investigaciones",0,,,,,,,,,,,,,,,,,,,,,,,,,2676013.61,53017.909,,530850.09,31508.17,553948.669,,226128.65,2707521.78,1363945.32
  Programa de Desarrollo de Proveedores," - Programa de las Naciones Unidas para el Desarrollo
 - Servicio Holandés de Cooperación al Desarrollo",0,,,,,,,,,,,,,,,,,,,,,,,618878.13,51393.04,,54102.13,,426382.959,291526.15,301495.23,157091.73,85748.39,1067496.01,919121.75
  Fortalecimiento del Estado de Derecho para la Protección y la Promoción de los Derechos Humanos en Honduras," - Cooperación Suiza para el Desarrollo y la Cooperación
 - Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,,,,,1565638.73,990814.29,93710.0,668534.44,6359032.25,2146946.54,843082.24,1810304.299,8861463.219,5616599.57
  Enfrentando el Riesgo del Cambio Climático," - Fondo Mundial del Ambiente
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,,,,,4093561.47,220330.729,,1339230.74,19230.67,1190230.67,,124664.22,4112792.14,2874456.36
  Fortalecimiento de las Capacidades Nacionales para el Monitoreo y Seguimiento Integrado de la Ayuda Internacional en Honduras y del Sistema de Planificación Nacional. [Plataforma de Gestión de la Cooperación (PGC)]," - Ministerio de Relaciones Exteriores, Comercio y Desarrollo de Canadá
 - Programa de las Naciones Unidas para el Desarrollo
 - Unión Europea",0,,,,,,,,,,,,,,,,,,,,,,,,,147031.96,30000.0,,106891.69,260882.24,139948.4,45324.72,70391.91,453238.92,347232.0
  Proyecto para la Competitividad y el Desarrollo Rural Sostenible en la Zona Norte [Horizontes del Norte]," - Banco Centroamericano de Integración Económica
 - Fondo Internacional de Desarrollo Agrícola
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,,,,,,,21102985.67,99001.65,,803984.02,,,21102985.67,902985.669
"  Planificación de la Biodiversidad Nacional, Convenio sobre la Diversidad Biológica [CBD] (2011-2020)"," - Fondo Mundial del Ambiente
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221069.0,43926.24,19000.0,63606.119,240069.0,107532.36
  Sistema de Alerta y Acción Temprana [SAAT] Río Choluteca," - Ayuda en Acción
 - Cruz Roja Hondureña
 - Danish Church Aid [Cooperación de la Iglesia Danesa]
 - Programa de las Naciones Unidas para el Desarrollo
 - Unión Europea",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,164809.22,861601.13,578467.39,280117.65,187668.84,1141718.78,930945.45
  Estrategia Multianual de Apoyo para la Prevención de Crisis y Recuperación en Honduras," - Cooperación Suiza para el Desarrollo y la Cooperación
 - Entidad de las Naciones Unidas para la Igualdad de Género y el Empoderamiento de las Mujeres
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,,,,,,,1857028.15,192444.92,577889.15,1453514.41,303827.44,229794.84,2738744.739,1875754.169
  Apoyo a la Formulación de la Estrategia Nacional REDD [Reducción de las Emisiones Provenientes de la Deforestación y la Degradación de Bosques]," - Banco Mundial [Fondo Cooperativo para el Carbono de los Bosques]
 - Programa de las Naciones Unidas para el Desarrollo",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27054.37,18768.32,3723828.0,81445.84,3750882.37,100214.16
  Manejo Ambiental del Mercurio,Fondo Mundial del Ambiente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000.0,2619.86,70000.0,2619.86
  Programa de Equipamiento General del Sector Salud," - Banco Centroamericano de Integración Económica
 - Gobierno de Bélgica
 - Gobierno de Dinamarca",0,,,,,,,,,,,,,,,,,,,,,13469578.59,,,2740413.79,,10646564.889,25438364.0,21855724.83,,3665239.03,5642850.29,879586.05,44550792.88,39787528.589
  Programa de Electrificación Social etapa ESSE-FN-2008,Banco Centroamericano de Integración Económica,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29047819.0,,,5803121.69,,12541652.77,29047819.0,18344774.46
  Agua y Saneamiento [2012],Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,23000.0,17367.0,236327.0,241960.0,250508.0,233141.0,509835.0,492468.0
  Acceso a Servicios de Atención Materna y de Recien Nacidos.,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,27000.0,3438.0,44711.0,68273.0,26678.0,10880.0,98389.0,82591.0
  Registro de Nacimientos y Registro Nacional de la Primera Infancia (RENPI),Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,42339.0,42339.0,65467.0,65467.0,13706.0,13706.0,121512.0,121512.0
  Ambiente Protector para Reducir la Violencia.,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,172800.0,105779.0,305781.0,372802.0,186618.0,80986.0,665199.0,559567.0
  Retención Escolar de Niños Excluidos,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,71850.0,19354.0,108546.0,161042.0,54241.0,34887.0,234637.0,215283.0
  Información para la vida a adolescentes.,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,314400.0,87782.0,278871.0,505489.0,117027.0,29364.0,710298.0,622635.0
  Participación de Adolescentes,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,552376.0,196656.0,307548.0,663268.0,249739.0,53426.0,1109663.0,913350.0
  Prevención de la Transmisión Madre Hijo,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,29754.0,29754.0,67609.0,67609.0,29754.0,,127117.0,97363.0
  Educación de Calidad para Todos.,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,67200.0,38497.0,46519.0,75222.0,38499.0,,152218.0,113719.0
  Universalización de Pre Escolar,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,89150.0,,,45222.0,14517.0,14517.0,103667.0,59739.0
  Política social / Análisis de programas,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,46000.0,14267.0,133579.0,165312.0,37267.0,23000.0,216846.0,202579.0
  Monitoreo de Políticas Públicas y Presupuestos,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,160228.0,160228.0,173514.0,173514.0,7779.0,,341521.0,333742.0
  Asistencia Técnica [2012],Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,111000.0,92530.0,206152.0,224622.0,96638.0,6300.0,413790.0,323452.0
  Reducir Desnutrición Crónica,Fondo de las Naciones Unidas para la Infancia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,64000.0,56655.0,206181.0,213175.0,59975.0,3320.0,330156.0,273150.0
  Obras Complementarias para el Proyecto de la Carretera del Norte CA-5,Fondo para el Desarrollo Internacional de la Organización de los Países Exportadores de Petroleo (OPEP),0,,,,,,,,,,,,,,,,,,,5000000.0,,,,,,,235604.44,,988048.419,,3724515.239,,51831.9,5000000.0,5000000.0
  Complemento del Programa de Inversión de Agua y Saneamiento,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,30000000.0,713000.0,,73000.0,,1892805.0,,6633330.0,,9365172.0,,156633.0,30000000.0,18833940.0
  Proyecto de Rehabilitación y Expansión de la Carretera del Norte CA-5,Fondo para el Desarrollo Internacional de la Organización de los Países Exportadores de Petroleo (OPEP),0,,,,,,,,,,,,,7000000.0,,,,,,,,,,,,,377399.09,,700000.0,,3072050.75,,2850550.16,7000000.0,7000000.0
  Multifase de Rehabilitación de Tramos del Corredor Turístico del PPP [Tramo El Progreso -Tela] / Programa de Respuesta Inmediata a la Emergencia por Fuertes Luvias,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,45948543.05,,,,,2860244.0,,6810519.05,,16685842.0,,19592735.0,,-797.0,45948543.05,45948543.05
"  Transparencia de Servicios, Protección al Consumidor Financiero y Microfinanzas",Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,500000.0,100000.0,,246500.0,,,,72000.0,,66500.0,500000.0,485000.0
  Articulación Productiva y Comercial con MIPYMES de Olancho,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,422750.0,,,20233.0,,,,60000.0,422750.0,80233.0
  Cogestión de Políticas de Mercado de Trabajo y Negociación Colectiva,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,,,131050.0,,168950.0,300000.0,300000.0
  Articulación productiva y comercial del sector MIPYME de los municipios de Santa María del Real y Catacamas,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,400000.0,,,20233.0,,,,60000.0,400000.0,80233.0
  Programa de Agua y Saneamiento Rural,Gobierno de España,0,,,,,,,,,,,,,,,,,,,,,,,,,25000000.0,,,339097.0,,7020000.0,,1100000.0,25000000.0,8459097.0
  Iniciativa Salud Mesoamerica 2015 - Honduras,Banco Interamericano de Desarrollo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0,1582732.0,,2416275.0,,,6000000.0,3999007.0
